sample_id,al_mg_g,ca_mg_g,cu_mg_g,fe_mg_g,k_mg_g,mg_mg_g,mn_mg_g,na_mg_g,ni_mg_g,p_mg_g,zn_mg_g,leaf_chemistry_sample,date_measured,measured_by,project,status
24070341,0.016314225031826026,9.9289154210455,7.257821804264789e-4,0.0296040410677754,2.01329302981224,2.7629084668419446,0.09808715239588342,1.6815172102074454,9.34872599255583e-5,1.0480807692394207,0.0036478114003083845,41cba971-9c5f-4b02-95e5-fb3c973eecac,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24070966,0.013326710134628916,11.001815952784582,6.2208027462967e-4,0.02597574649070542,2.7088416340044024,2.8512692307420195,0.049967232571428495,1.9701158368564338,7.471679313091089e-5,0.7621532451007642,0.002972021112288225,f2b1f7e8-535c-439f-8886-5d918bf019e4,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24074992,0.014872441260920579,6.973019786606464,5.932390071084901e-4,0.02634983599593101,2.6816756573058784,2.060885831475787,0.05922725633974986,2.4623777669468616,8.930965936106982e-5,1.02373513915459,0.0027421996448051696,f0f17a8c-0934-41e9-b7b2-c1bfc739b057,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24075412,0.015547479237574527,7.273183822877023,8.873305863405558e-4,0.031972691789032094,2.6773633545816637,2.0937612246121398,0.04884387838335139,1.9502909519541765,6.93245324552684e-5,1.1167283322021422,0.00461285695897651,62885b9e-bcad-42c7-9235-09bd953f00af,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24136584,0.017329543568424498,5.825804936199677,0.0015623438433405882,0.022767300595710686,2.486583794743166,1.923181849514798,0.7078294184549246,2.2822093522149465,1.71824707002457e-4,0.4065178429934487,0.0026699903980248524,7b45bfd9-024f-4b90-8cdb-83d238a80610,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24136885,0.022295702551714067,4.719556403189771,0.001073407577872314,0.016524412989772835,2.3308268059811508,1.1109562048280812,0.8058522438055007,2.4638198536185567,9.041921809618246e-5,0.3585421500879836,0.00252691348720085,643b3de9-5448-4e2b-b43f-10ac952e4602,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24137355,0.028114630373431832,5.804801267880789,0.0022303192610854815,0.0188900654703492,2.7387356565254017,1.382061952165108,0.5939979088390132,3.013182808740339,1.112063262295082e-4,0.5249286506964618,0.0032288438443369666,11f5391e-1254-4549-98b1-d0903b091330,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24143297,0.024947674519797743,10.973359265134548,0.0013240960610191015,0.022936829571931182,1.9401889932977494,1.9678801275387892,0.1980300225726407,2.184020716048803,6.58917911634757e-5,1.4459752432043067,0.003920901175215929,6293ce72-437d-47b2-a9d7-a86f5e61ba47,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24144489,0.012917299176574646,10.932127917266017,8.882086347166536e-4,0.02091614231288866,2.5430901054572788,1.8447943342693762,0.14640877041407876,1.4016716386664425,1.2988377966831682e-4,1.6732501813251284,0.0036495974892649043,347f790a-26e4-4539-8037-d91716aa9eb6,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24147078,0.020646218427849434,7.271008466675446,0.0014093252502053685,0.023725548354989936,2.7530998689651605,1.9881538062810993,0.10511155830633252,1.3419178370150617,1.9905950018802573e-4,1.5001012638043336,0.003219395603816272,ae300bbd-7ec9-4986-b4aa-4d95c08f9dec,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24147484,0.010458280155338699,4.049499041900587,7.747665396728191e-4,0.026225718736078093,2.8011572116554633,1.8677113159837992,0.1410257980584686,1.9414433557575022,8.793288972495087e-5,1.304148429102494,0.0026606105346115975,b38421f5-f0c2-41c1-8016-e5225e4fe1a6,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24153088,0.021096598276116207,5.421220402723878,6.796444633929142e-4,0.02246884407026597,2.156756636388967,1.8012979335613986,0.12318622073416788,1.5029957144029797,1.4744073814412637e-4,0.9348429297820785,0.002145122853588396,45abcfca-d33f-42f3-9966-09160149988a,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24153315,0.03633354556936896,7.589582755454855,0.001162373992198033,0.028019379849207986,2.968171846753581,2.949442970990859,0.11628340613342292,2.2499053153370374,1.605431095855945e-4,1.1674272710451512,0.003381378461760203,ede357ff-d344-4fd4-9e11-9543e8603285,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24154071,0.025489336054619217,7.61413382977188,7.721651429625937e-4,0.023281187470962958,1.971726728466929,2.3587697339194773,0.10060251868818729,1.372895769264603,1.6345631273529412e-4,0.9980868234468591,0.0033989796950051783,a9ffc81c-2ee2-43ff-979b-8094dd640d89,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24154598,0.026519781339387007,9.151347894336727,9.864178672141964e-4,0.024344941870369605,2.237782679522143,2.27255165128581,0.07717659106402391,1.7844686756661794,1.3533809363501485e-4,1.0482991438511813,0.0028190705085641703,0aeb299d-6197-4529-89ad-6f22ff5d5813,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24158363,0.04335110784995933,6.461000666372422,0.0011747093514169382,0.02920468492213403,2.3120567230022817,2.2560422986713755,0.27519756769250153,1.9626617687106307,8.863149123511906e-5,1.1238665857630594,0.0025885311288471546,23d47077-cf38-46ff-8232-4f7b60f76bb2,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24158615,0.022844164033289913,8.545950110816351,0.001017343665245711,0.02626022687276013,1.4521986926916057,2.7707139144168456,0.10908184214549144,1.2002527773254912,1.6367879473736373e-4,0.8153405984788112,0.0025921808538001126,4357bae8-97fd-4a01-be5f-31b57b50d1b0,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24223065,0.025871686792747605,4.647478218473075,0.0019585298842790494,0.02388097225693173,2.8026003206595154,1.8482450111467688,0.7005932189554285,2.286800516932171,2.3957448207862408e-4,0.5407799257584222,0.0037815240056000305,e04ddf20-ef87-431c-96f4-55a5d8c6d774,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24223860,0.03670123431638578,5.398575285008198,0.0018248726373452726,0.02756702781588582,2.4099631834745923,1.034751832812731,0.6227141027486046,2.3616394230952893,1.739319952270484e-4,0.4797802728448212,0.00502088855202858,a35caced-3ff4-48e2-bb04-4289439b0363,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24225227,0.025064149322591937,2.9394426402586595,9.977606963255626e-4,0.020713507252175006,2.8840451589064875,1.010475129912939,0.8031118767787624,2.5876864185269812,8.60316792920354e-5,0.40996921131187775,0.002980571701785953,e4fd062c-113c-4328-b281-740d27f14332,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24231282,0.036315844036054076,13.742729817074586,0.0017001344599433877,0.029633317357594363,2.018519763248413,2.595842657476118,0.010052639516353072,1.0601002570012656,1.3704581670588234e-4,1.0650628789249146,0.0031178529046965,a95e1c23-03da-48b0-bc34-d716e8d8486d,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24231490,0.01947375509668691,8.044847166888784,0.002378336813946119,0.028023976822936794,2.778051616311333,2.738985512053638,0.005,0.7642613009464456,3.233660940266141e-4,0.777037779256677,0.005224958785775961,877cb987-53c9-491a-88fd-cf529fb000d5,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24234548,0.03260487182286508,9.60911566066132,0.001320352994557913,0.02656409231681685,2.5628896513002926,2.635362192556493,0.012938056339462127,1.6261286614692114,1.4831613067813268e-4,1.781537704939251,0.00302615029525244,e930862b-a891-42a8-9330-1ec1ad42956d,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24234853,0.03587685538797779,9.37901034176899,0.001988137959952366,0.028563226075237865,2.8175885089508634,2.5119722163774227,0.007687523292637559,1.941175028471714,2.0687483814463842e-4,1.6589315335564805,0.004914411631399688,8bba8c5c-cc11-4b48-b510-90424b07f36d,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24243627,0.05643302114706009,12.417924799582847,0.0017833217438876603,0.04435041268805036,2.9231036844120575,2.412532745512783,0.006445923863607761,1.669885874430396,1.4936788338118813e-4,2.187227727409053,0.004310805110502066,e1a9a3ec-a4d4-42ad-8228-6c5c95f54a74,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24243872,0.058152337010988396,5.677868458183788,0.0017775063055028974,0.04238040654064399,2.0675517000661077,2.07253952054773,0.005,2.1302399532619463,1.852077593310208e-4,1.0566671747507181,0.0029062286690784626,720ef894-5cac-4cb8-ac22-983cfc4cc55c,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24244357,0.027187290070663877,19.029634682343794,0.002159993528836859,0.02694911801576502,1.521234812129885,4.118770462517451,0.010916533248184165,1.6442749545386885,0.0012704556639614244,1.034532882327408,0.0026002598003135352,2e9b1443-a299-4d28-aed7-1ffc8cc91b5f,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24244667,0.06535561809312136,9.061484606471652,8.526864568635308e-4,0.03969398881097068,1.7438476280700606,2.0498633370532735,0.012991148744460897,2.425902018109359,1.0924726394762846e-4,1.0934391016780003,0.0025405236980632737,561ac6f3-8ef0-4523-b18a-d0d46c8303fd,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24249005,0.039036920715463365,14.019498322795823,0.0015187000877902597,0.03012965902166165,2.6216628468229257,2.758680492759369,0.006960340833331396,1.6138177564347276,1.1968132530912657e-4,2.094493700751557,0.0031059207571379004,97ca8ff4-8383-4c35-93d3-c09bc258481e,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24249361,0.0439798966245482,11.611866405900953,0.0011826739221722485,0.03598821085419681,2.7433975830591852,2.0944341714822166,0.00847810916605168,1.6890930359583545,1.0349619512231651e-4,1.777209431908471,0.0022966512862999814,3b744206-779f-4501-b7f8-36350f1d207f,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24313192,0.05342323074299101,5.831580302264747,0.0012166126256701493,0.03347665637507293,2.180549547426272,2.385818689029306,0.05054196067162371,1.9890333235671003,1.7308106348019802e-4,0.2472067336743031,0.002907760104796641,58ac1f33-6ca4-4deb-a07b-7f4a3c4c8bd7,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24313392,0.04797534569670726,6.2707784202447305,8.565672194440505e-4,0.02997706859435101,2.8860574865399458,1.932302302842681,0.026875043015465547,2.312812083678545,1.4795637518943172e-4,0.33021292329709906,0.0029547592566785334,7bea5e82-b688-4038-bf40-2717abd25378,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24313636,0.18978126754113456,12.581259915602912,0.001333620810308394,0.036907639866398716,2.342590015710525,2.2515005150256058,0.01798308135690209,1.6587768041001136,2.085935063295511e-4,0.27463136099168406,0.002133427671224836,7783bc35-7fac-460e-83e5-ea88f95a9d0a,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24313758,0.02689757326355567,9.493674818600594,0.0015010943921488034,0.03463246254818146,1.8758133619464863,3.3597619672749923,0.17147677003516584,0.8582605913157653,1.39734271361596e-4,0.2918409121394302,0.0024483381906501987,b2c1e2e4-34ba-4cf8-9505-4dfc66486993,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24314014,0.027689940001365633,11.910518602658206,0.0010361605304799292,0.027914839275576028,1.6198497490534944,2.239526231179195,0.027412460740538335,1.041342143098094,8.415124467990073e-5,0.22280790013717824,0.0014903519778933384,c2385cc9-7d4e-4964-ada3-621f82389556,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24325658,0.05044025382212694,8.2498702343561785,0.0018761804911112201,0.030944829771068313,1.6032226640344882,1.8256578840429587,0.12226304936046165,2.4349303651695706,5.485423888724036e-5,0.30091121817247,0.003106729434621089,cd293a7d-c3c9-4a7b-934c-025d31b764b3,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24325819,0.04725818995436123,14.437596978792289,0.0016055510869246125,0.02802311374766671,1.0582482586841493,2.746709060263596,0.1580528869586125,1.0454569910144933,1.426942984407796e-4,0.23751004162720551,0.001424262043739661,cef040ec-12f0-4372-a37d-8afb7e69f95e,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24325934,0.05123551431704745,6.518105499400987,0.0014315935869591882,0.030803912795698947,2.002008864208306,1.1092932014320709,0.022313461441912402,2.641161981168681,1.0329291419402984e-4,0.3098547368324977,0.0032101057699959073,77b8638b-baba-4548-9436-261a2ed08335,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24326117,0.029299680262558237,8.406550328160797,0.0013127538975487333,0.0427398634753463,1.7419091813213154,2.3204486599811145,0.07012645783338273,0.7451880935633334,1.8244009916583418e-4,0.24170025282662405,0.002387772012631989,9dc33a44-3385-466b-84ed-ad733041a7fc,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24326417,0.06337325802313379,7.133841905061612,0.0016801474157717368,0.05107966608867756,2.4218179070855372,2.018372576481155,0.03234828960301141,2.386216474730628,2.2244257893088015e-4,0.3304289595674389,0.0038333143290888755,095b5fe0-41a0-44e6-a182-d65bbb46f89c,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
